0 	 0.00075 	 0.0273861 	 0.0008 	 0.88786 	 0.183069 	 0.00741682
0.0005 	 0.000753769 	 0.0274549 	 0.00107166 	 0.913859 	 0.144914 	 0.00741691
0.001 	 0.000769823 	 0.0277457 	 0.00122567 	 0.92387 	 0.127051 	 0.00741685
0.0015 	 0.000790722 	 0.0281198 	 0.00135173 	 0.930484 	 0.113912 	 0.00741686
0.002 	 0.000818554 	 0.0286104 	 0.00146623 	 0.93557 	 0.102933 	 0.00741685
0.0025 	 0.000848176 	 0.0291235 	 0.00156686 	 0.939463 	 0.0939277 	 0.00741684
0.003 	 0.000875912 	 0.0295958 	 0.00165395 	 0.942472 	 0.0865629 	 0.00741685
0.0035 	 0.000901984 	 0.0300331 	 0.0017301 	 0.944868 	 0.0804167 	 0.00741683
0.004 	 0.000925069 	 0.030415 	 0.0017983 	 0.946851 	 0.0751267 	 0.00741683
0.0045 	 0.000947269 	 0.0307777 	 0.00186038 	 0.948537 	 0.0704733 	 0.00741683
0.005 	 0.000968992 	 0.0311286 	 0.00191821 	 0.950013 	 0.0662698 	 0.00741684
0.0055 	 0.000987817 	 0.0314296 	 0.00197201 	 0.951313 	 0.0624665 	 0.00741683
0.006 	 0.00100874 	 0.0317607 	 0.00202475 	 0.952524 	 0.0588326 	 0.00741683
0.0065 	 0.0010274 	 0.032053 	 0.0020726 	 0.953571 	 0.055613 	 0.00741682
0.007 	 0.0010453 	 0.032331 	 0.00211843 	 0.954531 	 0.0525957 	 0.00741682
0.0075 	 0.00106421 	 0.0326222 	 0.00216268 	 0.955422 	 0.0497406 	 0.00741682
0.008 	 0.00108342 	 0.0329154 	 0.00220479 	 0.956238 	 0.0470746 	 0.00741682
0.0085 	 0.00110335 	 0.0332167 	 0.00224493 	 0.956989 	 0.0445791 	 0.00741682
0.009 	 0.00112233 	 0.0335013 	 0.00228222 	 0.957663 	 0.0422987 	 0.00741682
0.0095 	 0.00114286 	 0.0338062 	 0.00231821 	 0.958295 	 0.0401313 	 0.00741682
0.01 	 0.00115964 	 0.0340536 	 0.00234964 	 0.958831 	 0.0382646 	 0.00741682
0.0105 	 0.00117463 	 0.0342728 	 0.0023797 	 0.959331 	 0.0365021 	 0.00741682
0.011 	 0.00118812 	 0.0344691 	 0.00240749 	 0.959782 	 0.0348916 	 0.00741682
0.0115 	 0.00120192 	 0.0346688 	 0.00243323 	 0.960192 	 0.0334151 	 0.00741682
0.012 	 0.00121556 	 0.0348649 	 0.00245813 	 0.96058 	 0.0320017 	 0.00741682
0.0125 	 0.00122599 	 0.0350142 	 0.00248071 	 0.960926 	 0.0307319 	 0.00741682
0.013 	 0.00123813 	 0.0351871 	 0.00250312 	 0.961263 	 0.0294819 	 0.00741682
0.0135 	 0.00125261 	 0.0353922 	 0.00252568 	 0.961596 	 0.0282353 	 0.00741682
0.014 	 0.00126369 	 0.0355484 	 0.00254645 	 0.961899 	 0.0270964 	 0.00741683
0.0145 	 0.00127443 	 0.0356991 	 0.00256577 	 0.962175 	 0.0260452 	 0.00741682
0.015 	 0.0012826 	 0.0358134 	 0.00258402 	 0.962433 	 0.0250594 	 0.00741682
0.0155 	 0.00129366 	 0.0359675 	 0.00260206 	 0.962684 	 0.0240916 	 0.00741682
0.016 	 0.00130435 	 0.0361158 	 0.00261999 	 0.962931 	 0.0231355 	 0.00741682
0.0165 	 0.00131926 	 0.0363216 	 0.00263747 	 0.963168 	 0.0222102 	 0.00741682
0.017 	 0.00132979 	 0.0364662 	 0.0026529 	 0.963375 	 0.0213978 	 0.00741682
0.0175 	 0.00134048 	 0.0366126 	 0.0026674 	 0.963568 	 0.0206388 	 0.00741682
0.018 	 0.00134892 	 0.0367277 	 0.00268054 	 0.96374 	 0.0199542 	 0.00741682
0.0185 	 0.00135685 	 0.0368355 	 0.00269339 	 0.963907 	 0.019288 	 0.00741682
0.019 	 0.0013624 	 0.0369107 	 0.00270543 	 0.964063 	 0.0186664 	 0.00741682
0.0195 	 0.00137049 	 0.0370201 	 0.00271737 	 0.964215 	 0.0180528 	 0.00741682
0.02 	 0.00137615 	 0.0370965 	 0.00272806 	 0.964351 	 0.0175059 	 0.00741682
0.0205 	 0.00138122 	 0.0371647 	 0.00273853 	 0.964483 	 0.0169718 	 0.00741682
0.021 	 0.00138696 	 0.0372419 	 0.00274857 	 0.964608 	 0.0164619 	 0.00741682
0.0215 	 0.001396 	 0.0373631 	 0.00275885 	 0.964736 	 0.0159415 	 0.00741682
0.022 	 0.00140121 	 0.0374328 	 0.00276828 	 0.964852 	 0.0154654 	 0.00741682
0.0225 	 0.00140713 	 0.0375117 	 0.00277755 	 0.964965 	 0.0149993 	 0.00741682
0.023 	 0.00141376 	 0.0376 	 0.00278665 	 0.965076 	 0.0145431 	 0.00741682
0.0235 	 0.0014171 	 0.0376444 	 0.00279562 	 0.965185 	 0.0140946 	 0.00741682
0.024 	 0.00142315 	 0.0377247 	 0.0028048 	 0.965295 	 0.0136377 	 0.00741682
0.0245 	 0.00142925 	 0.0378054 	 0.00281312 	 0.965394 	 0.0132244 	 0.00741682
0.025 	 0.00143472 	 0.0378777 	 0.00282111 	 0.965489 	 0.0128286 	 0.00741682
0.0255 	 0.00143954 	 0.0379413 	 0.00282849 	 0.965576 	 0.0124638 	 0.00741682
0.026 	 0.00144161 	 0.0379686 	 0.00283535 	 0.965657 	 0.0121258 	 0.00741682
